placekey,sg_c__parent_placekey,sg_c__location_name,sg_c__safegraph_brand_ids,sg_c__brands,sg_c__top_category,sg_c__sub_category,sg_c__naics_code,sg_c__latitude,sg_c__longitude,sg_c__street_address,sg_c__city,sg_c__region,sg_c__postal_code,sg_c__iso_country_code,sg_c__phone_number,sg_c__open_hours,sg_c__category_tags,sg_c__opened_on,sg_c__closed_on,sg_c__tracking_closed_since,sg_c__geometry_type
222-222@5p9-m7j-8jv,,Casey's General Stores,SG_BRAND_261083e60d0e8eee7f82c0194f16bc52,Casey's General Stores,Grocery Stores,Convenience Stores,445120,42.556461,-93.05521,512 Sherman Ave,Ackley,IA,50601,US,16418473793,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""23:00""]], ""Sat"": [[""5:00"", ""23:00""]], ""Sun"": [[""5:00"", ""23:00""]] }",,,,7/1/19,POLYGON
222-222@5p9-nxg-rp9,,GJurgensen Scrap Division,,,Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal,562211,42.936547,-92.129237,3155 290th St,Fredericksburg,IA,50630,US,15632376610,,,,,7/1/19,POLYGON
222-222@5p9-rnr-fpv,,YMCA,SG_BRAND_8c40d09d7a855232f6ae8762ffd5966a,YMCA,Individual and Family Services,Other Individual and Family Services,624190,43.069476,-92.675011,800 Hulin St,Charles City,IA,50616,US,16412282254,"{ ""Mon"": [[""5:15"", ""22:00""]], ""Tue"": [[""5:15"", ""22:00""]], ""Wed"": [[""5:15"", ""22:00""]], ""Thu"": [[""5:15"", ""22:00""]], ""Fri"": [[""5:15"", ""21:00""]], ""Sat"": [[""7:00"", ""17:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,7/1/19,POLYGON
222-222@5p9-wfc-c5z,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,43.156443,-95.145113,11 E 18th St,Spencer,IA,51301,US,17122648815,"{ ""Mon"": [[""0:01"", ""23:59""]], ""Tue"": [[""0:01"", ""23:59""]], ""Wed"": [[""0:01"", ""23:59""]], ""Thu"": [[""0:01"", ""23:59""]], ""Fri"": [[""0:01"", ""23:59""]], ""Sat"": [[""0:01"", ""23:59""]], ""Sun"": [[""0:01"", ""23:59""]] }",,,,7/1/19,POLYGON
222-222@5p9-wkh-49z,,Donkersloot Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,43.186242,-95.652774,302 E 7th St,Sanborn,IA,51248,US,17127295350,,,,,7/1/19,POLYGON
222-222@5pb-5vp-835,,Holy Trinity Lutheran Church,,,Religious Organizations,Religious Organizations,813110,42.280525,-94.403088,805 Garfield Ave,Farnhamville,IA,50538,US,15155443264,,,,,7/1/19,POLYGON
222-222@5pb-64n-gx5,,Enterprise Rent-A-Car,SG_BRAND_9f497514e036d97886867c3fe21baf6a,Enterprise Rent-A-Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,42.50685,-94.160201,3 N 27th St,Fort Dodge,IA,50501,US,15155733000,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pb-88t-cwk,,Fancy That Catering,,,Special Food Services,Caterers,722320,42.790165,-93.685843,2435 180th St Apt 4,Clarion,IA,50525,US,15155322027,,Catering,,,7/1/19,POLYGON
222-222@5pb-b58-gff,,Clarion Goldfield Dows Elementary School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,42.7352,-93.728218,319 3rd Ave NE,Clarion,IA,50525,US,15155322873,,,,,7/1/19,POLYGON
222-222@5pb-cdm-kmk,,Shepherd's Way Farms,,,Specialty Food Stores,Meat Markets,445210,44.356277,-93.128276,8626 160th St E,Nerstrand,MN,55053,US,15076639040,,,,,7/1/19,POLYGON
222-222@5pb-d74-hbk,,String Solutions,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,451140,44.465756,-93.177873,1176 Highland Ave,Northfield,MN,55057,US,15076451695,,,,,7/1/19,POLYGON
222-222@5pb-f29-tn5,,Earl's Small Engine Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111,44.029495,-92.661588,1099 Frontage Rd NW,Byron,MN,55920,US,15077756456,,,,,7/1/19,POLYGON
222-222@5pb-fx3-bhq,,Pizza Ranch,SG_BRAND_48f70a49e270a43561136fef89ec4951,Pizza Ranch,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.544293,-93.560389,1102 1st St NE,New Prague,MN,56071,US,19527589440,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""20:00""]] }","Buffet,Pizza,Lunch,Catering,Fried Chicken,Dinner",,,7/1/19,POLYGON
222-222@5pb-gxj-wx5,,The Salvation Army,SG_BRAND_0a8319bc26b1f4bc74fb4a1fa0eefe26,The Salvation Army,Used Merchandise Stores,Used Merchandise Stores,453310,44.065871,-93.227043,1810 S Cedar Ave,Owatonna,MN,55060,US,15074552023,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pb-gxq-s3q,,Kohl's,SG_BRAND_64a77880c7f7c1d3133d10e574c97a8b,Kohl's,Department Stores,Department Stores,452210,44.099374,-93.253798,1450 21st Ave NW,Owatonna,MN,55060,US,15074440153,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""23:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""9:00"", ""22:00""]] }",,,,7/1/19,POLYGON
222-222@5pb-gyh-rhq,,XPO,SG_BRAND_aff8016fa2dcc87c,XPO,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,44.09358,-93.263832,1020 28th Ave NW,Owatonna,MN,55060,US,,,,,,,POLYGON
222-222@5pb-j4r-cdv,,Metropolitan Endodontics,,,Offices of Dentists,Offices of Dentists,621210,44.866155,-93.06271,2125 Upper 55th St E,Inver Grove Heights,MN,55077,US,16514516479,,,,,7/1/19,POLYGON
222-222@5pb-jgy-73q,,Sugar Loaf Charter Service,,,Other Transit and Ground Passenger Transportation,All Other Transit and Ground Passenger Transportation,485999,44.283194,-92.385791,35750 Highway 60,Zumbro Falls,MN,55991,US,15077327670,,,,,7/1/19,POLYGON
222-222@5pb-k8b-66k,,Shakopee Dakota Convenience Store,,,Grocery Stores,Convenience Stores,445120,44.731708,-93.468837,15035 Mystic Lake Dr NW,Prior Lake,MN,55372,US,19524455520,,,,,7/1/19,POLYGON
222-222@5pb-k8d-bc5,,Domino's Pizza,SG_BRAND_da46ad6f82825669a56b44d32564dff8,Domino's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.716907,-93.419371,4995 160th St SE,Prior Lake,MN,55372,US,19524403030,"{ ""Mon"": [[""10:30"", ""24:00""]], ""Tue"": [[""10:30"", ""24:00""]], ""Wed"": [[""10:30"", ""24:00""]], ""Thu"": [[""10:30"", ""24:00""]], ""Fri"": [[""10:30"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""10:30"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""10:30"", ""24:00""]] }","Counter Service,Pizza,Sandwich Shop,Lunch,Dinner",,,7/1/19,POLYGON
222-222@5pb-kb2-k4v,,Sandau Construction Co Inc,,,Building Finishing Contractors,Flooring Contractors,238330,44.781156,-93.392866,9025 Highway 101 W,Savage,MN,55378,US,19524039100,,,,,7/1/19,POLYGON
222-222@5pb-kfy-xnq,,Levi P Dodge Middle School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,44.646137,-93.148766,4200 208th St W,Farmington,MN,55024,US,16514601500,,,,,7/1/19,POLYGON
222-222@5pb-kjb-wrk,,Suzette's Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.655528,-93.67766,20251 Johnson Memorial Dr,Jordan,MN,55352,US,19524922422,"{ ""Mon"": [], ""Tue"": [[""16:30"", ""21:00""]], ""Wed"": [[""16:30"", ""21:00""]], ""Thu"": [[""16:30"", ""21:00""]], ""Fri"": [[""16:30"", ""21:00""]], ""Sat"": [[""16:30"", ""21:00""]], ""Sun"": [[""16:30"", ""21:00""]] }","Diner,Seafood,European Food",,,7/1/19,POLYGON
222-222@5pb-kr6-nwk,,Oaks Lincoln Apartments,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,44.909796,-93.399995,5200 Lincoln Dr,Edina,MN,55436,US,,,,,,7/1/19,POLYGON
222-222@5pb-kt5-snq,,Sonic,SG_BRAND_bb5459bf19132d4dc1340654c17331df,Sonic,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.858146,-93.306003,2101 American Blvd W,Bloomington,MN,55431,US,19527469495,"{ ""Mon"": [[""8:30"", ""22:00""]], ""Tue"": [[""8:30"", ""22:00""]], ""Wed"": [[""8:30"", ""22:00""]], ""Thu"": [[""8:30"", ""22:00""]], ""Fri"": [[""8:30"", ""23:00""]], ""Sat"": [[""8:30"", ""23:00""]], ""Sun"": [[""8:30"", ""22:00""]] }","Ice Cream Shop,Lunch,Fast Food,Drive Through,Breakfast,Take Out and Delivery Only,Dessert,Dinner,Burgers",,,7/1/19,POLYGON
222-222@5pb-kvt-mp9,,Speedway,SG_BRAND_93b3d23529ebed78cdf4bfe2e58f1979,Speedway,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.731057,-93.206843,15050 Galaxie Ave,Apple Valley,MN,55124,US,19528912945,,,,,7/1/19,POLYGON
222-222@5pb-kw4-nkf,,PACK-RAT,SG_BRAND_76b526f32c160c30b78e44391979dca5,PACK-RAT,Consumer Goods Rental,All Other Consumer Goods Rental,532289,44.779508,-93.289715,701 Ladybird Ln Ste 2,Burnsville,MN,55337,US,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""9:30"", ""22:00""], [""9:30"", ""18:30""]], ""Sun"": [] }",,,,10/20/21,POLYGON
222-222@5pb-kws-yn5,,Chick-fil-A,SG_BRAND_4b56bb21dd2aebd521e2ffff47f524fb,Chick-fil-A,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.727676,-93.217175,7480 153rd St W,Apple Valley,MN,55124,US,19524314445,"{ ""Mon"": [[""6:30"", ""22:00""]], ""Tue"": [[""6:30"", ""22:00""]], ""Wed"": [[""6:30"", ""22:00""]], ""Thu"": [[""6:30"", ""22:00""]], ""Fri"": [[""6:30"", ""22:00""]], ""Sat"": [[""6:30"", ""22:00""]], ""Sun"": [] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,7/1/19,POLYGON
222-222@5pb-kzq-zmk,zzz-222@5p7-gvn-4n5,Apartments at 1776 Steiger Lake Ln,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,44.860634,-93.662659,1776 Stieger Lake Ln,Victoria,MN,55386,US,,,,,,7/1/19,POLYGON
222-222@5pb-p8q-dn5,,Lynch Bar B Cue,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,43.297377,-91.736846,2486 171st Ave,Decorah,IA,52101,US,15633824420,,,,,7/1/19,POLYGON
222-222@5pb-rtg-pqf,,Case IH,SG_BRAND_8e0d380ebcdc0a3f,Case IH,"Machinery, Equipment, and Supplies Merchant Wholesalers",Industrial Machinery and Equipment Merchant Wholesalers,423830,43.370521,-92.129056,809 2nd Ave SW,Cresco,IA,52136,US,15635473688,,,,,6/18/20,POLYGON
222-222@5pb-v2n-9pv,,Eyota Kids Korner Inc,,,Child Day Care Services,Child Day Care Services,624410,43.984201,-92.238564,511 Jefferson Ave SW,Eyota,MN,55934,US,15075452506,,,,,7/1/19,POLYGON
222-222@5pb-vc3-vj9,,Gallo El Mexican Grocery 2,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,43.998132,-92.429349,2245 Park Ln SE,Rochester,MN,55904,US,15072890689,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""20:30""]] }",,,,7/1/19,POLYGON
222-222@5pb-vtn-ckf,,SOLO Rochester Pool Table Movers,,,Furniture Stores,Furniture Stores,442110,44.067529,-92.507094,2900 43rd St NW,Rochester,MN,55901,US,15073166816,,,,,7/1/19,POLYGON
222-222@5pb-x57-789,,Fieldon Trinity Lutheran Church,,,Religious Organizations,Religious Organizations,813110,43.935162,-94.367953,47334 132nd St,Lewisville,MN,56060,US,15074352434,,,,,7/1/19,POLYGON
222-222@5pb-xff-d9z,,University of Minnesota Extension Service,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310,43.98256,-94.625866,108 8th St S,St. James,MN,56081,US,15073751275,,,,,7/1/19,POLYGON
222-222@5pc-4d2-94v,,Advance Auto Parts,SG_BRAND_f6690ed6fac1b97d75d2ea16f2eb0e6d,Advance Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,44.167439,-93.965651,1570 Madison Ave,Mankato,MN,56001,US,15073448633,"{ ""Mon"": [[""7:30"", ""21:00""]], ""Tue"": [[""7:30"", ""21:00""]], ""Wed"": [[""7:30"", ""21:00""]], ""Thu"": [[""7:30"", ""21:00""]], ""Fri"": [[""7:30"", ""21:00""]], ""Sat"": [[""7:30"", ""21:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",,,,7/1/19,POLYGON
222-222@5pc-t3f-b6k,,Purity Seeds,,,Health and Personal Care Stores,Food (Health) Supplement Stores,446191,44.912462,-97.938999,41247 178th St,Raymond,SD,57258,US,16055327333,,,,,7/1/19,POLYGON
222-222@5pc-wkb-9fz,,Avera Cardiology Specialists,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,45.46919,-98.476241,310 S Pennsylvania St Ste 202,Aberdeen,SD,57401,US,,,,,,7/1/19,POLYGON
222-222@5pd-58y-gtv,,Vision Care Associates Llp,,,Health and Personal Care Stores,Optical Goods Stores,446130,44.998558,-101.235203,315 Main St,Eagle Butte,SD,57625,US,16059642010,,,,,7/1/19,POLYGON
222-222@5pd-7k7-4vz,,Oak Keg Bottle Shop,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,45.537237,-100.423798,801 E Grand Xing,Mobridge,SD,57601,US,16058452985,,,,,7/1/19,POLYGON
222-222@5pd-sb6-p5f,,Dakota Rental Center,,,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",238220,46.887725,-98.722016,1924 9th Ave SW,Jamestown,ND,58401,US,17012527600,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pd-zpg-hyv,,United Methodist Church,,,Religious Organizations,Religious Organizations,813110,46.440261,-97.684547,602 Forest St,Lisbon,ND,58054,US,17016834479,,,,,7/1/19,POLYGON
222-222@5pf-99c-3h5,,Prairie Rose Family Dentists Calgary Ave,,,Offices of Dentists,Offices of Dentists,621210,46.845112,-100.777947,900 E Calgary Ave,Bismarck,ND,58503,US,,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""15:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pf-9b8-5xq,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,46.829834,-100.823819,1900 Burnt Boat Dr,Bismarck,ND,58503,US,17012585577,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,POLYGON
222-222@5pf-9bj-k4v,,Labor Ready,SG_BRAND_5cfecb6b71b53f28ce4c4de5f87e805b,Labor Ready,Employment Services,Employment Placement Agencies,561311,46.804938,-100.761057,2015 E Main Ave,Bismarck,ND,58501,US,17012589800,"{ ""Mon"": [[""5:30"", ""18:00""]], ""Tue"": [[""5:30"", ""18:00""]], ""Wed"": [[""5:30"", ""18:00""]], ""Thu"": [[""5:30"", ""18:00""]], ""Fri"": [[""5:30"", ""18:00""]], ""Sat"": [[""7:00"", ""11:00""]], ""Sun"": [] }",,,,4/29/21,POLYGON
222-222@5pf-9bn-hyv,,Captain Jack's Liquor Land,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,46.797439,-100.791092,808 S 2nd St,Bismarck,ND,58504,US,17012236546,,,,,7/1/19,POLYGON
222-222@5pf-9bp-4jv,,Race Day Lube and Wash,,,Automotive Repair and Maintenance,Car Washes,811192,46.783263,-100.772965,1212 Tacoma Ave,Bismarck,ND,58504,US,17017517223,,,,,7/1/19,POLYGON
222-222@5pf-9mh-389,,Stockman's Supply,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940,46.81221,-100.834238,1440 Action Dr SE,Mandan,ND,58554,US,17016636805,"{ ""Mon"": [[""7:30"", ""17:30""]], ""Tue"": [[""7:30"", ""17:30""]], ""Wed"": [[""7:30"", ""17:30""]], ""Thu"": [[""7:30"", ""17:30""]], ""Fri"": [[""7:30"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5ph-ys7-z2k,,Longbranch Shooting House and Saloon,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,37.854786,-89.505082,369 S McBride Rd,Ava,IL,62907,US,16183193184,,"Bar or Pub,Late Night",,,7/1/19,POLYGON
222-222@5ph-zwk-pn5,222-224@5ph-zwk-pn5,Asia Noodles,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,38.531806,-90.26444,777 River City Casino Blvd,Lemay,MO,63125,US,,"{ ""Mon"": [[""0:00"", ""2:00""], [""17:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""17:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""17:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""17:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""17:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]] }",Vietnamese Food,,,7/1/19,POLYGON
222-222@5pj-23h-d35,,New Hope,,,Religious Organizations,Religious Organizations,813110,38.405771,-90.378816,3921 Jeffco Blvd,Arnold,MO,63010,US,,,,,,7/1/19,POLYGON
222-222@5pj-24r-7bk,,O'Charley's,SG_BRAND_c1b9d1472316228fa64358d9d4e866bc,O'Charley's,Restaurants and Other Eating Places,Full-Service Restaurants,722511,38.511045,-90.339566,4130 Rusty Rd,Concord,MO,63128,US,13148458200,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""10:00"", ""22:00""]] }","BBQ and Southern Food,Drinks,Lunch,American Food,Casual Dining,Bar or Pub,Dinner",,,7/1/19,POLYGON
222-222@5pj-4z6-qj9,,Zapp's Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111,38.343123,-89.373213,988 E Saint Louis St,Nashville,IL,62263,US,16183273285,,,,,7/1/19,POLYGON
222-222@5pj-52g-j5f,,Kemp's Korner,,,Grocery Stores,Convenience Stores,445120,38.442355,-89.371106,17937 State Route 177,New Minden,IL,62263,US,16184782274,,,,,7/1/19,POLYGON
222-222@5pj-58c-mhq,,State Park Place Fire Protection Department,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160,38.661694,-90.047944,3218 Arlington Ave,Collinsville,IL,62234,US,16183441781,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,7/1/19,POLYGON
222-222@5pj-58y-zpv,,Holly Oak Christian Church Church Of Christ,,,Religious Organizations,Religious Organizations,813110,38.636159,-90.005544,617 Hollywood Heights Rd,Caseyville,IL,62232,US,,,,,,7/1/19,POLYGON
222-222@5pj-596-9cq,225-223@5pj-596-bff,James Dalla Riva M D FACOG,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,38.736622,-89.946784,6810 State Route 162,Maryville,IL,62062,US,16185605951,"{ ""Mon"": [[""8:00"", ""18:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pj-5gb-bff,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,38.622152,-90.155176,950 Missouri Ave,East St. Louis,IL,62201,US,16188750200,"{ ""Mon"": [[""6:00"", ""18:00""]], ""Tue"": [[""6:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""6:00"", ""13:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pj-5hp-jy9,,Don's Meat Market,,,Specialty Food Stores,Meat Markets,445210,38.58223,-90.227436,4012 S Broadway,Saint Louis,MO,63118,US,13143519938,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pj-5hs-cnq,,Holy Family Maronite Catholic Church St Paul Mn Real Estate Trus,,,Religious Organizations,Religious Organizations,813110,38.617802,-90.200624,1021 S 10th St,Saint Louis,MO,63104,US,,,,,,7/1/19,POLYGON
222-222@5pj-5hy-wx5,,Merlon's Pet Grooming,,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,38.686464,-90.146937,2013 Edwardsville Rd,Madison,IL,62060,US,16184524166,,,,,7/1/19,POLYGON
222-222@5pj-5j9-vxq,,Garden Gate Tea Room,,,"Management, Scientific, and Technical Consulting Services",,5416,38.701702,-90.163777,839 Niedringhaus Ave,Granite City,IL,62040,US,16184520539,,,,,7/1/19,POLYGON
222-222@5pj-5qn-zs5,,Klaussner by Custom Concepts,,,Furniture Stores,Furniture Stores,442110,38.781095,-89.952117,6698 Center Grove Rd,Edwardsville,IL,62034,US,,"{ ""Mon"": [[""10:30"", ""19:00""]], ""Tue"": [[""10:30"", ""19:00""]], ""Wed"": [[""10:30"", ""19:00""]], ""Thu"": [[""10:30"", ""19:00""]], ""Fri"": [[""10:30"", ""19:00""]], ""Sat"": [[""10:30"", ""19:00""]], ""Sun"": [[""11:00"", ""16:00""]] }",,,,7/1/19,POLYGON
222-222@5pj-5rn-kfz,,Edwardsville High School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,38.788852,-89.974748,6161 Center Grove Rd,Edwardsville,IL,62025,US,16186567100,,,,,7/1/19,POLYGON
222-222@5pj-5yh-9xq,,Wilson Elem School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,38.71366,-90.106365,2400 Wilson Ave,Granite City,IL,62040,US,16184515817,,,,,7/1/19,POLYGON
222-222@5pj-5yn-6ff,,Fairfield Inn & Suites by Marriott,SG_BRAND_6c8517821cbe4f42e48d9214f49b8b0b,Fairfield Inn & Suites by Marriott,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,38.751735,-90.071346,5224 Commerce Pkwy,Pontoon Beach,IL,62040,US,16187097933,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,7/1/19,POLYGON
222-222@5pj-5yw-mx5,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,38.795026,-90.228796,12098 Lusher Rd,Spanish Lake,MO,63138,US,,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }",,,,7/1/19,POLYGON
222-222@5pj-5zv-mff,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,38.856272,-90.086209,305 S 6th St,Wood River,IL,62095,US,16182518777,"{ ""Mon"": [[""10:00"", ""12:00""]], ""Tue"": [[""10:00"", ""12:00""]], ""Wed"": [[""10:00"", ""12:00""]], ""Thu"": [[""10:00"", ""12:00""]], ""Fri"": [[""10:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,,POLYGON
